gene,class
FUT4,Micro
EGR2,Micro
BRAP,Micro
MS4A4A,Micro
CLECL1,Micro
NABP1,Micro
METAP1,Micro
MRC1,Micro
ABCB4,Micro
JDP2,Micro
NCKAP1L,Micro
SRGN,Micro
PARVG,Micro
RP11-707A18.1,Micro
HCLS1,Micro
DUSP6,Micro
RCBTB2,Micro
RNASE6,Micro
ARRDC5,Micro
LPAR5,Micro
RP11-141B14.1,Micro
LAT2,Micro
LINC00936,Micro
SCIMP,Micro
RP5-998N21.4,Micro
CCL2,Micro
GCNT7,Micro
IL6R,Micro
MED12L,Micro
RP11-452F19.3,Micro
RIN2,Micro
NRROS,Micro
PPARG,Micro
ALOX5AP,Micro
G0S2,Micro
IPCEF1,Micro
AC007327.5,Micro
SOAT1,Micro
CHCHD7,Micro
GBP2,Micro
ZEB2-AS1,Micro
DOCK2,Micro
ETS2,Micro
UCP2,Micro
C15ORF39,Micro
IL1RN,Micro
C16ORF54,Micro
AC009542.2,Micro
CTD-2006C1.2,Micro
RHBDF2,Micro
AC002059.10,Micro
CYBB,Micro
HCCS,Micro
ITGAM,Micro
EIF4EP1,Micro
RNA5SP151,Micro
ZNF3,Micro
LINC00676,Micro
ACTR2,Micro
LGMN,Micro
AKNA,Micro
MPP1,Micro
GNL2,Micro
ARPC2,Micro
PBDC1,Micro
LUCAT1,Micro
LINC01545,Micro
CXCR4,Micro
ACSL1,Micro
SPP1,Micro
RAB32,Micro
CXCL16,Micro
LYST,Micro
KCTD12,Micro
AKR1A1,Micro
HMGB1P21,Micro
AC091492.2,Micro
LYZ,Micro
NCOA4,Micro
AGPAT9,Micro
RP11-473O4.1,Micro
NCF2,Micro
ZNF490,Micro
FGL2,Micro
DDX39A,Micro
CYTIP,Micro
UBE2V1P6,Micro
PLAU,Micro
UTP14A,Micro
KLHL6-AS1,Micro
FCGRT,Micro
CMTM6,Micro
CXORF40B,Micro
FCGR1A,Micro
AC084082.3,Micro
LRMP,Micro
NAA15,Micro
ADAP2,Micro
RAB39A,Micro
CD69,Micro
SNX9,Micro
HLA-DMB,Micro
DR1,Micro
ITGB2,Micro
CTD-2371O3.3,Micro
PILRA,Micro
RP11-483P21.2,Micro
RP11-174G17.3,Micro
RPA2,Micro
IL16,Micro
ZNF143,Micro
RP11-160H22.3,Micro
TSPYL5,Micro
SCIN,Micro
EIF3L,Micro
SLC12A6,Micro
XIRP1,Micro
B3GNTL1,Micro
NFKBID,Micro
STK38L,Micro
LCP2,Micro
SNX29,Micro
ADORA3,Micro
TPD52L2,Micro
AC007556.3,Micro
GRN,Micro
ABCC4,Micro
MICAL1,Micro
MALT1,Micro
IL4R,Micro
CPVL,Micro
CD37,Micro
MYO1F,Micro
GMEB1,Micro
CCR1,Micro
HIVEP3,Micro
GNB4,Micro
MYBPC3,Micro
CTSC,Micro
RPL18P10,Micro
ARID3B,Micro
MILR1,Micro
RNPEP,Micro
MAFB,Micro
SLC26A2,Micro
PRRG4,Micro
CDC42-IT1,Micro
RP11-448G15.3,Micro
RP11-96D1.10,Micro
EVI2B,Micro
TNFRSF11A,Micro
PLCB2,Micro
CREB3,Micro
MAN1A1,Micro
FAM135A,Micro
C5ORF58,Micro
RRM2B,Micro
LIMS1,Micro
RP11-442G21.2,Micro
TGFBR1,Micro
RP11-213H15.1,Micro
RANBP2,Micro
RP11-515C16.1,Micro
TAL1,Micro
LINC00441,Micro
WDFY4,Micro
C1ORF186,Micro
EIF4E,Micro
SNORA67,Micro
MTHFD2,Micro
AMZ2P1,Micro
MESDC1,Micro
LSM3P2,Micro
RP11-415J8.3,Micro
MGAT1,Micro
CTSS,Micro
PRKAB1,Micro
SH3TC1,Micro
MBD4,Micro
SMAP2,Micro
RHOG,Micro
IRF8,Micro
SNORD56B,Micro
TM6SF1,Micro
VMO1,Micro
CD163,Micro
RP11-574K11.27,Micro
SGK1,Micro
UHRF1BP1,Micro
CDCP1,Micro
RP11-762I7.4,Micro
FCGBP,Micro
S100A11,Micro
ZNF217,Micro
BCAR3,Micro
SLC7A7,Micro
GTPBP4,Micro
EIF3M,Micro
RP3-340N1.2,Micro
NUP54,Micro
HLA-DQA1,Micro
ARID5A,Micro
RAPGEF2,Micro
ALPK3,Micro
RP11-360F5.3,Micro
RP6-159A1.4,Micro
IL10RB-AS1,Micro
FGD4,Micro
GNLY,Micro
C1ORF162,Micro
RNU6-786P,Micro
PTPRE,Micro
CNOT6,Micro
FCGR2A,Micro
GRB2,Micro
HS6ST1,Micro
LINC01374,Micro
AC127904.2,Micro
GLUD1P3,Micro
LINC00649,Micro
RP11-439A17.10,Micro
ACTB,Micro
RP11-701P16.2,Micro
RNVU1-15,Micro
TLR7,Micro
STXBP2,Micro
GGTA1P,Micro
RP11-21M7.2,Micro
SLC15A4,Micro
HS3ST1,Micro
LYVE1,Micro
MOB3A,Micro
RNVU1-19,Micro
CDC42SE1,Micro
WDR91,Micro
SGPP1,Micro
SPHK1,Micro
ARHGAP26-IT1,Micro
P2RY13,Micro
LUZP1,Micro
CTB-114C7.4,Micro
RP11-8P11.4,Micro
CTTNBP2NL,Micro
CSNK2A2,Micro
PLAUR,Micro
KDM7A,Micro
ELF1,Micro
PYCARD,Micro
HCK,Micro
CTD-2410N18.4,Micro
RP11-589N15.2,Micro
LYPLA1,Micro
SYAP1,Micro
RP11-439L18.1,Micro
EDEM1,Micro
MCM9,Micro
TMEM71,Micro
TSR1,Micro
RUNX2,Micro
RP11-142E9.1,Micro
ETF1,Micro
DCTD,Micro
GNA13,Micro
RP11-638I2.10,Micro
PARN,Micro
AC006978.6,Micro
CHST14,Micro
AD000864.6,Micro
C19ORF38,Micro
CELF2-AS1,Micro
FALEC,Micro
SYTL3,Micro
DOK2,Micro
MNDA,Micro
E2F3,Micro
CD4,Micro
ERMAP,Micro
DNAH1,Micro
SRGAP2-AS1,Micro
SLC2A9,Micro
RP11-41O4.1,Micro
TPM3P9,Micro
RNF122,Micro
HNRNPRP1,Micro
LINC00987,Micro
AKAP13,Micro
RNU4-2,Micro
USP53,Micro
WBSCR22,Micro
RP6-99M1.3,Micro
RP11-158K1.3,Micro
MTHFD1L,Micro
RP11-154D6.1,Micro
CARS2,Micro
RP11-575A19.2,Micro
OS9,Micro
CLEC4A,Micro
SCAMP2,Micro
RP11-53B2.2,Micro
FAM91A1,Micro
SERPINA1,Micro
CYB561A3,Micro
ZNF415P1,Micro
RP11-96D1.5,Micro
RP11-24F11.2,Micro
VHL,Micro
FPR3,Micro
CLPB,Micro
CD274,Micro
CLINT1,Micro
IRF5,Micro
LINC00264,Micro
CYTH4,Micro
BCAS2,Micro
DAPP1,Micro
ZNF805,Micro
TMEM106A,Micro
P4HA1,Micro
SLC50A1,Micro
RP11-1082L8.3,Micro
TNFSF14,Micro
MLXIPL,Micro
GM2A,Micro
PTGES3P1,Micro
TAB3,Micro
GGA3,Micro
CTSL,Micro
ESCO1,Micro
RP11-1008C21.2,Micro
TLR4,Micro
PDK4,Micro
CNOT1,Micro
LINC00996,Micro
SLC25A25-AS1,Micro
POU2F2,Micro
NEDD9,Micro
EEPD1,Micro
RP11-946L16.1,Micro
SLC43A2,Micro
RP11-142M10.2,Micro
IGBP1-AS1,Micro
RPS2,Micro
CD300LB,Micro
TBC1D14,Micro
RP11-81A1.7,Micro
RNF149,Micro
SLC35A3,Micro
DGKA,Micro
SNORA51,Micro
ACY3,Micro
ACTG1P14,Micro
RP11-172E10.1,Micro
SNRPD2P1,Micro
RP11-126O1.4,Micro
AF064858.6,Micro
TAGAP,Micro
ZBTB21,Micro
C10ORF11,Micro
HSPA8P19,Micro
ARHGAP15,Micro
PRR13,Micro
DNMBP,Micro
CD226,Micro
ARPC1B,Micro
CYP2R1,Micro
HENMT1,Micro
AC244021.1,Micro
AP000640.10,Micro
RASGEF1B,Micro
SEC24C,Micro
PLVAP,Micro
UBE2F-SCLY,Micro
CASP1,Micro
RNF20,Micro
PGM2,Micro
LPXN,Micro
TRAF6,Micro
VAMP8,Micro
RP11-1020A11.2,Micro
EGR3,Micro
RP11-573D15.9,Micro
AF127936.5,Micro
RP11-117D22.2,Micro
RP11-750H9.5,Micro
UBXN11,Micro
RCOR1,Micro
RNF144B,Micro
GPRIN3,Micro
RP11-16E18.3,Micro
SRGAP2B,Micro
ATP6V0E1,Micro
CORO1A,Micro
GTF2E2,Micro
LINC01480,Micro
MR1,Micro
SIGLEC10,Micro
ARGFXP2,Micro
RP11-343N15.2,Micro
AREL1,Micro
RP11-733O18.1,Micro
WASF2,Micro
HK2,Micro
SYNE4,Micro
ADAM17,Micro
YIPF1,Micro
RBM47,Micro
RNVU1-6,Micro
RP11-443B7.3,Micro
ZCCHC8,Micro
CCL20,Micro
ETF1P2,Micro
LINC01375,Micro
CTD-3252C9.4,Micro
RP11-274J7.2,Micro
TMEM52B,Micro
HPS3,Micro
FMN1,Micro
SNORA40,Micro
OSM,Micro
ATP6V1B2,Micro
STX11,Micro
CAPG,Micro
CYTL1,Micro
RP11-624C23.1,Micro
CAPNS2,Micro
RTTN,Micro
RAB7B,Micro
SLC16A3,Micro
LY86,Micro
RP11-556E13.1,Micro
RP11-283G6.5,Micro
MDM2,Micro
PCED1B-AS1,Micro
FMNL1,Micro
RP11-1149M10.1,Micro
CALCR,Micro
RIN3,Micro
GAL3ST4,Micro
ZFPM2-AS1,Micro
RP11-677N16.1,Micro
ATP13A3,Micro
ELL2,Micro
USP15,Micro
TNFAIP8L3,Micro
NPL,Micro
RP11-445F6.2,Micro
RNVU1-20,Micro
VMP1,Micro
RP11-815J21.3,Micro
GPR84,Micro
CD33,Micro
SIGLEC9,Micro
AC008592.5,Micro
FCAR,Micro
NAB2,Micro
RP11-183I6.2,Micro
TLR6,Micro
IL13RA1,Micro
CD180,Micro
RP11-67L14.1,Micro
CAP1,Micro
TLN2,Micro
IL10,Micro
DPYS,Micro
RP11-439A17.9,Micro
GABPB1,Micro
SRGAP2C,Micro
SLC18A1,Micro
LINC00964,Micro
PDE3B,Micro
FBP1,Micro
ARHGAP9,Micro
HLA-DRB6,Micro
FCGR2B,Micro
PDPN,Micro
AC007362.3,Micro
RP11-356M20.3,Micro
CHSY1,Micro
LINC01268,Micro
ITGAL,Micro
CTD-2647E9.3,Micro
C10ORF128,Micro
IRAK3,Micro
PLEKHO1,Micro
SAT1,Micro
PAG1,Micro
RP11-1082L8.4,Micro
RP1-18D14.7,Micro
BACH1,Micro
ANKRD10-IT1,Micro
GPR160,Micro
ARRB2,Micro
CMTM7,Micro
RP11-4B16.4,Micro
RP11-153M7.3,Micro
SLC1A5,Micro
AC004593.3,Micro
AC003080.4,Micro
CD80,Micro
CEP170,Micro
TRIM38,Micro
CAPZA1,Micro
BNC2,Micro
SIGLEC8,Micro
RP11-960L18.1,Micro
RP11-82L18.2,Micro
RGS18,Micro
GLIPR1,Micro
RP11-705O1.8,Micro
FAM149A,Micro
OR2B11,Micro
NLRP4,Micro
KYNU,Micro
RP11-12O16.1,Micro
IL1RAP,Micro
EML4,Micro
GCNT1P3,Micro
GMFG,Micro
RGS17P1,Micro
BTK,Micro
CAPZB,Micro
EMB,Micro
EBI3,Micro
AF127577.13,Micro
AC002480.3,Micro
SUCNR1,Micro
UGCG,Micro
FCGR2C,Micro
RP1-261D10.1,Micro
TXLNB,Micro
DCSTAMP,Micro
MAP2K3,Micro
MORC1,Micro
RPS6KA1,Micro
HCST,Micro
SUSD3,Micro
CDV3,Micro
CNPY3,Micro
BMS1P4,Micro
CIITA,Micro
RPL21P123,Micro
TFEC,Micro
RP11-238K6.1,Micro
RP11-114F10.3,Micro
PSMD8P1,Micro
COTL1,Micro
RN7SKP296,Micro
RNU6-128P,Micro
SUSD6,Micro
TRA2B,Micro
SPTLC2,Micro
RP11-196G18.1,Micro
SP3,Micro
CTC-428H11.2,Micro
CCRL2,Micro
AMELX,Micro
TMC8,Micro
HNRNPA1P71,Micro
LINC00484,Micro
CTD-2262B20.1,Micro
RP11-484N16.1,Micro
ADAMTSL4-AS1,Micro
SIPA1L2,Micro
RP11-16C1.2,Micro
CARD11,Micro
CASS4,Micro
ELF4,Micro
PSTPIP2,Micro
CCL22,Micro
TLR3,Micro
GPR65,Micro
ALPK2,Micro
OTUD1,Micro
SP140,Micro
IGSF10,Micro
NANOGP4,Micro
AC074289.1,Micro
STK4,Micro
RASSF5,Micro
SP140L,Micro
B4GALT1,Micro
LRRFIP1,Micro
CD28,Micro
IFNGR2,Micro
VAV1,Micro
EIF2AK3,Micro
LINC-PINT,Micro
AAED1,Micro
C5AR2,Micro
DKC1,Micro
TLR10,Micro
ZMYND15,Micro
RP11-53B2.1,Micro
RP5-1033H22.2,Micro
OGFRL1,Micro
LINC00152,Micro
TGFBI,Micro
CH17-118O6.4,Micro
CITED2,Micro
RP11-876N24.3,Micro
AC092652.1,Micro
MS4A6A,Micro
RP11-81A22.4,Micro
ADPGK,Micro
CSF2RB,Micro
RP11-274J7.3,Micro
EIF4A3,Micro
RP11-318K15.2,Micro
SYNPO2L,Micro
RP11-289H16.1,Micro
MIR5690,Micro
GHRLOS,Micro
ZNF267,Micro
ATF6,Micro
UBASH3B,Micro
SPRED1,Micro
MIR222HG,Micro
TLR8,Micro
MB21D1,Micro
ABL2,Micro
RP11-467H10.2,Micro
HAMP,Micro
LPL,Micro
CFLAR-AS1,Micro
3-Mar,Micro
RP11-165F24.3,Micro
AC013286.1,Micro
F13A1,Micro
AC008703.1,Micro
CDC42EP3,Micro
ARL5A,Micro
MYO7A,Micro
RP11-53B2.6,Micro
C9ORF66,Micro
STK10,Micro
RP11-107E5.3,Micro
RP11-187O7.1,Micro
RP11-325F22.2,Micro
RP11-750I4.2,Micro
FHOD1,Micro
RP11-946L16.2,Micro
CTC-436P18.3,Micro
AC007879.5,Micro
SERPINB9P1,Micro
APAF1,Micro
EMR4P,Micro
FAIM3,Micro
RP11-12A2.1,Micro
AC010733.5,Micro
TMED5,Micro
CLEC9A,Micro
ISG20L2,Micro
RNU6-151P,Micro
RP11-76E17.3,Micro
NFAM1,Micro
NCF4,Micro
ARRDC3,Micro
PLD4,Micro
LINC01091,Micro
ANKRD44-IT1,Micro
MASTL,Micro
RP11-317B3.2,Micro
RP5-1011O1.3,Micro
VASH1,Micro
RP11-53B2.4,Micro
KIAA0226L,Micro
NAP1L4P1,Micro
SUMO4,Micro
SWAP70,Micro
BACH1-IT2,Micro
LY96,Micro
EHD4-AS1,Micro
SIGLEC14,Micro
RNU6-892P,Micro
DOCK11,Micro
FRRS1,Micro
MIR221,Micro
H2AFY,Micro
RNU6-1280P,Micro
LINC01059,Micro
RP11-128B16.3,Micro
CTB-41I6.1,Micro
HEXB,Micro
RP11-61F12.1,Micro
CTD-2165H16.3,Micro
DEF6,Micro
TNFRSF12A,Micro
TNFRSF1B,Micro
DDX21,Micro
AC009505.2,Micro
CD164,Micro
MARK2P8,Micro
RAB20,Micro
POPDC2,Micro
COL8A2,Micro
CYCSP1,Micro
RP11-177H13.2,Micro
FMNL3,Micro
SASH3,Micro
GYPC,Micro
RP11-342M21.2,Micro
SPN,Micro
CD300LF,Micro
CREG1,Micro
CCDC147-AS1,Micro
STAMBPL1,Micro
CBWD2,Micro
SPATA13,Micro
C1ORF132,Micro
CTD-3247F14.2,Micro
FAM46A,Micro
ITM2B,Micro
IFNE,Micro
ZNF655,Micro
ARPC3,Micro
RP11-162J8.2,Micro
NFATC2,Micro
LIPM,Micro
NPM1P25,Micro
SIRPB1,Micro
TMEM156,Micro
USP6,Micro
RP11-705C15.3,Micro
RP1-225E12.2,Micro
NPC2,Micro
RN7SL288P,Micro
M6PR,Micro
CHD1,Micro
AC098614.2,Micro
MIR646HG,Micro
ELMO1-AS1,Micro
KDM6B,Micro
LINC01136,Micro
MYO9B,Micro
DUSP8P5,Micro
MFSD1,Micro
NCOA3,Micro
TET2,Micro
NRBF2,Micro
PLBD1,Micro
RP11-13N12.1,Micro
ADAM9,Micro
PSMA1,Micro
RP11-10L12.2,Micro
HAUS8,Micro
RP11-345I18.1,Micro
TREML1,Micro
GNAI3,Micro
ARHGAP30,Micro
PARP4,Micro
HCAR2,Micro
NR4A2,Micro
RNA5SP237,Micro
NUFIP2,Micro
STAB1,Micro
VNN1,Micro
SPI1,Micro
ANXA5,Micro
CTB-41I6.2,Micro
RPS20P15,Micro
SLC37A2,Micro
SRGAP1,Micro
SMLR1,Micro
LINC00854,Micro
RP11-712P20.2,Micro
RP11-53B2.5,Micro
RP11-583F2.5,Micro
ATP5J2P6,Micro
RP11-126O1.5,Micro
HMGB3P4,Micro
MIR4420,Micro
DUSP2,Micro
RP11-34E5.4,Micro
RP11-492I2.1,Micro
ATF7IP2,Micro
RP11-631M6.2,Micro
MAPKAPK2,Micro
RILPL2,Micro
PELI1,Micro
ALOX5,Micro
RP11-244M2.1,Micro
WDR1,Micro
AK3P5,Micro
CPED1,Micro
LRRK1,Micro
RP11-652L8.4,Micro
RN7SL368P,Micro
C4ORF45,Micro
LINC01366,Micro
HMHA1,Micro
TNF,Micro
RC3H1,Micro
GPR132,Micro
APOBEC3C,Micro
DNAJC2,Micro
STK17B,Micro
IL1RL2,Micro
C20ORF197,Micro
LINC00852,Micro
KCNK13,Micro
ITGB3,Micro
DNAJC10,Micro
SDCBP,Micro
CTD-2270F17.1,Micro
RP11-1024P17.1,Micro
NAA20,Micro
RP11-170L3.2,Micro
ALOX15B,Micro
ENC1,Neuro-Ex
CNTNAP2,Neuro-Ex
PTPRD,Neuro-Ex
RORB,Neuro-Ex
NRGN,Neuro-Ex
LRRC4C,Neuro-Ex
TUBA1B,Neuro-Ex
TMSB10,Neuro-Ex
CTNNA2,Neuro-Ex
IFNG-AS1,Neuro-Ex
SEMA3E,Neuro-Ex
KCNIP4,Neuro-Ex
MEG3,Neuro-Ex
NRCAM1,Neuro-Ex
KCNQ5,Neuro-Ex
AC011288.2,Neuro-Ex
PLCB1,Neuro-Ex
OLFM1,Neuro-Ex
SNAP25,Neuro-Ex
NTNG1,Neuro-Ex
UCHL1,Neuro-Ex
IL1RAPL2,Neuro-Ex
SYT1,Neuro-Ex
ASIC2,Neuro-Ex
POSTN,Neuro-Ex
R3HDM1,Neuro-Ex
CHN11,Neuro-Ex
MLIP,Neuro-Ex
TESPA1,Neuro-Ex
COL5A2,Neuro-Ex
FAM19A1,Neuro-Ex
CHN1,Neuro-Ex
NEFL,Neuro-Ex
TENM2,Neuro-Ex
DCC,Neuro-Ex
CLSTN2,Neuro-Ex
NPSR1-AS1,Neuro-Ex
KIAA1217,Neuro-Ex
RGS12,Neuro-Ex
FBXW7,Neuro-Ex
RIMS21,Neuro-Ex
PHACTR1,Neuro-Ex
RP11-314P15.2,Neuro-Ex
DPP10,Neuro-Ex
IQCJ-SCHIP1,Neuro-Ex
POU6F2,Neuro-Ex
MAP1B,Neuro-Ex
SLC22A10,Neuro-Ex
CTC-340A15.2,Neuro-Ex
RXFP1,Neuro-Ex
TSHZ2,Neuro-Ex
MCTP2,Neuro-Ex
GAP43,Neuro-Ex
R3HDM11,Neuro-Ex
CELF2,Neuro-Ex
LRRTM4,Neuro-Ex
CSMD1,Neuro-Ex
YWHAG,Neuro-Ex
TMSB4X,Neuro-Ex
RP11-475O6.1,Neuro-Ex
RP11-420N3.3,Neuro-Ex
LRP1B,Neuro-Ex
NRG1,Neuro-Ex
NRGN1,Neuro-Ex
LDB2,Neuro-Ex
LINC01378,Neuro-Ex
AJ006998.2,Neuro-Ex
GABRG3,Neuro-Ex
SCHLAP1,Neuro-Ex
CPNE4,Neuro-Ex
ROBO3,Neuro-Ex
SORBS2,Neuro-Ex
CABP1,Neuro-Ex
FBXW71,Neuro-Ex
DLGAP2,Neuro-Ex
PDZD2,Neuro-Ex
ATRNL1,Neuro-Ex
RP11-767I20.1,Neuro-Ex
VSNL1,Neuro-Ex
SNTG1,Neuro-Ex
CTC-535M15.2,Neuro-Ex
PDZRN4,Neuro-Ex
MDGA2,Neuro-Ex
KCTD16,Neuro-Ex
PRKCB1,Neuro-Ex
RYR2,Neuro-Ex
PTPRT,Neuro-Ex
NEFM,Neuro-Ex
FOXP2,Neuro-Ex
LRRK1,Neuro-Ex
ITGA8,Neuro-Ex
EGFEM1P,Neuro-Ex
ERC2,Neuro-Ex
ARPP211,Neuro-Ex
STXBP5L,Neuro-Ex
HS6ST3,Neuro-Ex
LINGO2,Neuro-Ex
PDP1,Neuro-Ex
NCDN,Neuro-Ex
PLEKHH2,Neuro-Ex
CCK,Neuro-Ex
LMO4,Neuro-Ex
HS3ST4,Neuro-Ex
AC114765.1,Neuro-Ex
ZNF385D,Neuro-Ex
ROBO2,Neuro-Ex
NTNG2,Neuro-Ex
ARPP21,Neuro-Ex
LINC009661,Neuro-Ex
KALRN,Neuro-Ex
LINC00507,Neuro-Ex
ATP2B2,Neuro-Ex
CALM1,Neuro-Ex
TOX,Neuro-Ex
PDE4D,Neuro-Ex
DLC1,Neuro-Ex
FRAS1,Neuro-Ex
DGCR5,Neuro-Ex
MEF2C1,Neuro-Ex
AL596451.1,Neuro-Ex
LINC01250,Neuro-Ex
KHDRBS2,Neuro-Ex
PHACTR2,Neuro-Ex
SLC17A7,Neuro-Ex
PCP4,Neuro-Ex
SLC8A1,Neuro-Ex
LSAMP,Neuro-Ex
EVL1,Neuro-Ex
DGKB,Neuro-Ex
UNC5D,Neuro-Ex
CALM3,Neuro-Ex
ARPP19,Neuro-Ex
IPCEF1,Neuro-Ex
CRYM,Neuro-Ex
RALYL,Neuro-Ex
RP11-384F7.2,Neuro-Ex
PRKCB,Neuro-Ex
KALRN1,Neuro-Ex
MIR137HG,Neuro-Ex
RP11-191L9.4,Neuro-Ex
ST6GALNAC5,Neuro-Ex
RP11-594C13.1,Neuro-Ex
FAM19A2,Neuro-Ex
CNTNAP5,Neuro-Ex
RTN1,Neuro-Ex
CADPS2,Neuro-Ex
TMEM155,Neuro-Ex
RIMS2,Neuro-Ex
MIAT1,Neuro-Ex
AC067956.1,Neuro-Ex
HPCAL1,Neuro-Ex
SLC38A11,Neuro-Ex
THY1,Neuro-Ex
RORA,Neuro-Ex
YWHAH,Neuro-Ex
HS3ST2,Neuro-Ex
TLE4,Neuro-Ex
CADPS,Neuro-Ex
MEF2C,Neuro-Ex
LINC006321,Neuro-Ex
LRFN5,Neuro-Ex
CNTN5,Neuro-Ex
PEBP1,Neuro-Ex
LHFPL3,Neuro-Ex
GALNT14,Neuro-Ex
LINC00966,Neuro-Ex
DPY19L2P1,Neuro-Ex
GRM7,Neuro-Ex
ATP1B1,Neuro-Ex
FTH1,Neuro-Ex
OPCML,Neuro-Ex
KCNT2,Neuro-Ex
ATP2B1,Neuro-Ex
CELF21,Neuro-Ex
FAM153B,Neuro-Ex
RGS6,Neuro-Ex
ADGRB3,Neuro-Ex
NRG3,Neuro-Ex
TRPC3,Neuro-Ex
SEMA5B,Neuro-Ex
THEMIS,Neuro-Ex
TRIM9,Neuro-Ex
ROCK21,Neuro-Ex
AC019211.1,Neuro-Ex
NGEF,Neuro-Ex
CHGA,Neuro-Ex
TSPAN7,Neuro-Ex
ADAMTS17,Neuro-Ex
GRM8,Neuro-Ex
RYR3,Neuro-Ex
EPHB6,Neuro-Ex
NIN,Neuro-Ex
LY86-AS1,Neuro-Ex
AGBL4,Neuro-Ex
RGS4,Neuro-Ex
BRINP3,Neuro-Ex
DIRAS2,Neuro-Ex
AHI1,Neuro-Ex
GAP431,Neuro-Ex
SATB2,Neuro-Ex
CHRM3,Neuro-Ex
LINC00657,Neuro-Ex
TRHDE,Neuro-Ex
NWD2,Neuro-Ex
GRIA2,Neuro-Ex
PWAR61,Neuro-Ex
FAM153C,Neuro-Ex
PTPRK,Neuro-Ex
NPTN,Neuro-Ex
CSMD2,Neuro-Ex
SORCS2,Neuro-Ex
MCTP1,Neuro-Ex
TMEM132D,Neuro-Ex
BDP1,Neuro-Ex
NECAB11,Neuro-Ex
AL117329.1,Neuro-Ex
BASP1,Neuro-Ex
CUX1,Neuro-Ex
BEX1,Neuro-Ex
KHDRBS3,Neuro-Ex
KCNH7,Neuro-Ex
OLFM3,Neuro-Ex
HPSE2,Neuro-Ex
PCLO,Neuro-Ex
SCN2A1,Neuro-Ex
FSTL4,Neuro-Ex
ADGRL2,Neuro-Ex
RGS7,Neuro-Ex
CUX2,Neuro-Ex
CAMK2A,Neuro-Ex
TSPYL1,Neuro-Ex
FAM189A1,Neuro-Ex
TUBB2A,Neuro-Ex
NR4A2,Neuro-Ex
ANKRD321,Neuro-Ex
ENO2,Neuro-Ex
VAV3,Neuro-Ex
PRNP,Neuro-Ex
RARB,Neuro-Ex
NCALD,Neuro-Ex
PEX5L,Neuro-Ex
PRR16,Neuro-Ex
RP11-586K2.1,Neuro-Ex
UNC80,Neuro-Ex
PLEKHA11,Neuro-Ex
CAMK2N1,Neuro-Ex
DLG2,Neuro-Ex
CKB,Neuro-Ex
NLGN1,Neuro-Ex
GAPDH,Neuro-Ex
TENM4,Neuro-Ex
SNHG14,Neuro-Ex
LINC005991,Neuro-Ex
CHRM3-AS2,Neuro-Ex
KCNB2,Neuro-Ex
HS6ST2,Neuro-Ex
TUBA1A,Neuro-Ex
GRIP1,Neuro-Ex
TMEFF2,Neuro-Ex
GNG2,Neuro-Ex
UNC801,Neuro-Ex
PTPRR,Neuro-Ex
STMN1,Neuro-Ex
ATP1A1,Neuro-Ex
TLL1,Neuro-Ex
SLC35F1,Neuro-Ex
SOX5,Neuro-Ex
LL22NC03-2H8.5,Neuro-Ex
TRIM91,Neuro-Ex
GLIS3,Neuro-Ex
APP,Neuro-Ex
HTR2A,Neuro-Ex
NGFRAP1,Neuro-Ex
MSC-AS1,Neuro-Ex
EPHA3,Neuro-Ex
KCNIP1,Neuro-Ex
ATP8B1,Neuro-Ex
SCN2A,Neuro-Ex
PIK3R11,Neuro-Ex
SERPINE2,Neuro-Ex
PRKG1,Neuro-Ex
HSP90AA1,Neuro-Ex
FGFR1,Neuro-Ex
SLIT1,Neuro-Ex
SEMA6D,Neuro-Ex
PIK3R1,Neuro-Ex
EPHB61,Neuro-Ex
,Neuro-Ex
CACNG3,Neuro-Ex
LAMA2,Neuro-Ex
HSP90AB1,Neuro-Ex
ALDOA,Neuro-Ex
TRPM3,Neuro-Ex
SYNPR,Neuro-Ex
LINC00632,Neuro-Ex
PLEKHA51,Neuro-Ex
SPARCL1,Neuro-Ex
PLAGL1,Neuro-Ex
SEPW1,Neuro-Ex
CHRM2,Neuro-Ex
SYTL2,Neuro-Ex
FAM153B1,Neuro-Ex
PCDH7,Neuro-Ex
MAST4,Neuro-Ex
RTN3,Neuro-Ex
SYNPO2,Neuro-Ex
TTC3,Neuro-Ex
CKMT1B1,Neuro-Ex
EYA4,Neuro-Ex
PDE1C,Neuro-Ex
ZNF804B,Neuro-Ex
LUZP2,Neuro-Ex
NECAB1,Neuro-Ex
DLGAP21,Neuro-Ex
RBFOX1,Neuro-Ex
SCN1B,Neuro-Ex
CREG2,Neuro-Ex
SORCS1,Neuro-Ex
CCSER1,Neuro-Ex
ANKRD20A5P,Neuro-Ex
RIT2,Neuro-Ex
GRIA31,Neuro-Ex
GRIN2A,Neuro-Ex
CDK14,Neuro-Ex
NKAIN2,Neuro-Ex
BCL11B,Neuro-Ex
CDH12,Neuro-Ex
MAN1A2,Neuro-Ex
SYT11,Neuro-Ex
CLSTN1,Neuro-Ex
GHR,Neuro-Ex
CKMT1B,Neuro-Ex
MEG31,Neuro-Ex
MGAT4C,Neuro-Ex
BRINP1,Neuro-Ex
SLC2A13,Neuro-Ex
DYNLL1,Neuro-Ex
SLC44A5,Neuro-Ex
KIAA1456,Neuro-Ex
PDE1A,Neuro-Ex
MPHOSPH8,Neuro-Ex
DGCR51,Neuro-Ex
